;word;frequency;category;;Colors
17290;oxfordyouthstrike;1;agency;;
17723;boycottamazon;1;agency;;
17724;boycottburgerke;1;agency;;
17725;boycottmcdonald;1;agency;;
17726;boycottkfc;1;agency;;
17796;voteforyourlife;1;agency;;
17909;votetactically;1;agency;;
17933;peacefulprotest;1;agency;;
17942;bethechangeyouwishtosee;1;agency;;
17960;shareifyoucare;1;agency;;
18240;standuptoracism;1;agency;;
18257;votethetoriesout;1;agency;;
18272;engajamundo;1;agency;;
18415;pleasesupport;1;agency;;
18706;energised;1;agency;;
18781;makeadifference;1;agency;;
18807;revolutionnow;1;agency;;
19000;fightforyourlife;1;agency;;
19414;boycottsiemens;1;agency;;
20012;boycottdisneyland;1;agency;;
20020;youthsrike;1;agency;;
20102;weneedtoactnow;1;agency;;
20333;massmobilisation;1;agency;;
20562;actionnow;1;agency;;
20616;endracism;1;agency;;
20617;endbigotry;1;agency;;
20618;endintolerance;1;agency;;
20619;endhateincitement;1;agency;;
21370;takebackcontro;1;agency;;
21730;justsayno;1;agency;;
21900;weallstandtogether;1;agency;;
22278;everybodywelcomeeverybodyneede;1;agency;;
22348;peoplegotthepower;1;agency;;
22456;communityengagement;1;agency;;
22568;iblockedthemailandthesun;1;agency;;
22569;iblockedpiersmorganjuliahartleybrewerandjeremyclarkson;1;agency;;
22594;iblockedthesun;1;agency;;
23088;youngactivists;1;agency;;
23105;togetherstonger;1;agency;;
23320;occupyarla;1;agency;;
23556;mothersriseup;1;agency;;
23776;strikefromschool;1;agency;;
23910;keepfighte;1;agency;;
23954;communityaction;1;agency;;
23963;communityspirit;1;agency;;
24400;onlinegathering;1;agency;;
24446;virtualsummit;1;agency;;
24541;mustwatchs;1;agency;;
24542;mustread;1;agency;;
24709;demandafuture;1;agency;;
24716;klimaaktivistischen;1;agency;;
25123;bounceforward;1;agency;;
25909;chasethemoneyout;1;agency;;
25999;politicize;1;agency;;
26501;strongtogetheronline;1;agency;;
26682;phrotestiadau;1;agency;;
26881;stopthemoney;1;agency;;
27002;mmiwgactionnow;1;agency;;
27199;listentotheexpert;1;agency;;
27399;inactivism;1;agency;;
27460;paintingthestreet;1;agency;;
27736;activeneighbourhoo;1;agency;;
28032;digitalstrikeoxford;1;agency;;
28094;growyourown;1;agency;;
28186;followthescience;1;agency;;
28365;youthinaction;1;agency;;
28746;anotherworldispossibl;1;agency;;
28823;concertforconservation;1;agency;;
28907;nbsdigitaldialogue;1;agency;;
28931;thisischange;1;agency;;
29342;familyactivism;1;agency;;
29345;righttoprotest;1;agency;;
13;new;2797;possibility;;
20;just;2155;possibility;;
35;future;1643;possibility;;
44;live;1397;possibility;;
45;good;1380;possibility;;
85;tomorrow;872;possibility;;
125;hope;698;possibility;;
184;safe;511;possibility;;
207;amazing;471;possibility;;
209;beautiful;471;possibility;;
216;solidarity;460;possibility;;
276;solution;382;possibility;;
278;possible;378;possibility;;
297;justice;361;possibility;;
312;opportunity;340;possibility;;
625;powerful;192;possibility;;
723;anotherworldispossible;167;possibility;;
866;feature;141;possibility;;
994;fair;122;possibility;;
1096;long_term;110;possibility;;
1129;enable;106;possibility;;
1325;windsofchange;88;possibility;;
1433;success;79;possibility;;
1555;awareness;72;possibility;;
1645;revolution;67;possibility;;
2327;rainbow;44;possibility;;
2328;clear_sky;44;possibility;;
2432;effectively;41;possibility;;
2518;good_luck;39;possibility;;
2688;improvement;36;possibility;;
2763;ourpositivefuture;35;possibility;;
2924;critical_mass;32;possibility;;
2925;turning_point;32;possibility;;
2938;empower;32;possibility;;
3175;succeed;29;possibility;;
4288;optimistic;17;possibility;;
4290;optimism;17;possibility;;
4508;transformative;16;possibility;;
4979;happiness;13;possibility;;
4983;harmony;13;possibility;;
5021;overcome;13;possibility;;
5135;magnificent;13;possibility;;
5730;wethefuture;11;possibility;;
6055;thefuturewechoose;10;possibility;;
6065;abetterworldispossible;10;possibility;;
6157;decentralise;9;possibility;;
6567;feasible;8;possibility;;
6706;promising;8;possibility;;
6774;acceptance;8;possibility;;
6799;recreation;8;possibility;;
6849;inclusivity;8;possibility;;
6909;inevitably;8;possibility;;
7053;empowering;7;possibility;;
9275;changeiscome;5;possibility;;
9421;xrsuttonpositiveimpact;5;possibility;;
10831;abetterfutureispossible;4;possibility;;
10753;buildabetterfuture;4;possibility;;
12574;earthoptimism;3;possibility;;
15559;wonderfulworld;2;possibility;;
15576;thefutureisfemale;2;possibility;;
16452;thefutureishere;2;possibility;;
16687;anotherworldispossible_closedforgood;2;possibility;;
16880;anotherworldis;2;possibility;;
17057;anotherwor;2;possibility;;
17065;wehaveachoice;2;possibility;;
16818;buildastrongertomorrow;2;possibility;;
18217;thisiswhatdemocracylookslike;1;possibility;;
18420;hopeinthedark;1;possibility;;
18692;changeisgonnacome;1;possibility;;
19644;realchange;1;possibility;;
20568;thiscanchange;1;possibility;;
21205;envisioningtomorrow;1;possibility;;
22577;anotherfutureispossible;1;possibility;;
23467;wemaketomorrow;1;possibility;;
23691;connectingcommunities;1;possibility;;
23820;wecanworkthisout;1;possibility;;
23939;bravefuturemother;1;possibility;;
23940;bravenewfuture;1;possibility;;
24442;empowered;1;possibility;;
25336;zukunftsgewandte;1;possibility;;
26293;liveourbestlife;1;possibility;;
28197;anothersuttonispossible;1;possibility;;
28228;hopef;1;possibility;;
28271;anotherwordispossible;1;possibility;;
28399;anotherworldispossi;1;possibility;;
28411;anotherworldispossib;1;possibility;;
28510;betterfuture;1;possibility;;
28530;hopeforhumanity;1;possibility;;
28652;anotherworldipossible;1;possibility;;
28768;betterwordlispossible;1;possibility;;
28898;brighterfuture;1;possibility;;
29205;flightfreefuture;1;possibility;;
136;health;653;health;;
264;nhs;392;health;;
266;nhsnoth;390;health;;
933;nhsnoths;131;health;;
1053;hospital;115;health;;
1108;public_health;109;health;;
1414;nurse;80;health;;
1546;rethinkhs;73;health;;
1902;nhs_staff;56;health;;
2410;mental_health;41;health;;
3562;mental;23;health;;
3848;nhsheroe;21;health;;
4181;depression;18;health;;
4479;therapy;16;health;;
4772;disabledpeople;14;health;;
6491;mentalhealthawarenessweek;9;health;;
7011;nhsthankyou;8;health;;
7021;nh;8;health;;
7638;internationalnursesday;7;health;;
7660;psychotherapist;6;health;;
8566;saveournhs;5;health;;
8655;childcare;5;health;;
8800;mentalhealth;5;health;;
10688;youclapformenow;4;health;;
10938;pharmaceutical;3;health;;
11835;mentalhealthawareness;3;health;;
12986;diabete;3;health;;
13581;diabetic;2;health;;
14567;mentalhealthmatter;2;health;;
15710;renationalise;2;health;;
15852;psychotherapi;2;health;;
16786;publichealth;2;health;;
16803;healthystreet;2;health;;
17378;cardiovascular;1;health;;
17503;coronary;1;health;;
17656;paediatric;1;health;;
17987;neurodiversity;1;health;;
17988;neurotypical;1;health;;
18589;antidepressant;1;health;;
21072;medicinal;1;health;;
21380;cardiovasc;1;health;;
23439;fibromyalgia;1;health;;
23741;privatize;1;health;;
23834;therapist;1;health;;
24880;healthcareworker;1;health;;
26054;publichealthnotprivat;1;health;;
26104;neuroatypical;1;health;;
26741;migrantsmakethenhs;1;health;;
26742;migrantsmakeournhs;1;health;;
27518;nationalisation;1;health;;
27968;highwaystohealth;1;health;;
28580;midwife;1;health;;
28913;mentalhealthforfu;1;health;;
368;job;298;social;;
1034;eviction;117;social;;
1516;poverty;74;social;;
1843;social_justice;58;social;;
2361;economic_recovery;43;social;;
2615;homeless;37;social;;
2848;basic_income;34;social;;
2855;rebuild_economy;34;social;;
3057;socialjustice;30;social;;
3167;national_eviction;29;social;;
4333;foodbank;17;social;;
4346;foodsecurity;17;social;;
4754;payeveryworker;15;social;;
6162;homelessness;9;social;;
6187;disadvantaged;9;social;;
7038;eviction_team;8;social;;
7589;universalbasicincome;7;social;;
9078;tradeunion;5;social;;
9385;basicincome;5;social;;
9386;cancelthedebt;5;social;;
10165;payday;4;social;;
10185;universalcredit;4;social;;
10880;uninsurable;3;social;;
11302;landlord;3;social;;
11768;socialinjustice;3;social;;
12175;unemployment;3;social;;
12554;rental;3;social;;
12873;standwithworker;3;social;;
13120;votefordecentliving;2;social;;
13686;wealthinequality;2;social;;
15687;jobless;2;social;;
17476;malnourishment;1;social;;
18444;housebuilde;1;social;;
24526;stopandscrapuniversalcredit;1;social;;
25364;endpoverty;1;social;;
28999;nationalevictionteam;1;social;;
0; ;9246;stopword;;
1;amp;7138;stopword;;
3;s;5809;stopword;;
4;all;4315;;;
5;people;3956;;;
6;';3949;stopword;;
12;uk;2817;;;
15;world;2738;;;
16;government;2574;;;
17;day;2412;;;
18;year;2376;;;
27;hs;1781;;;
33;thank;1693;;;
37;like;1616;;;
38;plan;1558;;;
39;week;1518;;;
40;let;1474;;;
41;great;1468;;;
46;know;1361;;;
47;way;1334;;;
48;talk;1300;;;
49;group;1292;;;
50;london;1275;;;
51;community;1234;;;
53;life;1231;;;
54;tree;1228;;;
55;show;1227;;;
57;think;1217;;;
58;local;1188;;;
59;protest;1170;;;
60;t;1155;stopword;;
61;global;1139;;;
64;big;1097;;;
66;street;1053;;;
67;thing;1047;;;
68;c;1034;stopword;;
69;right;1012;;;
70;love;1000;;;
71;find;987;;;
72;start;982;;;
73;council;977;;;
74;protect;969;;;
75;keep;968;;;
76;ask;945;;;
77;meeting;927;;;
79;th;909;stopword;;
80;country;899;;;
82;happen;891;;;
84;road;875;;;
86;look;870;;;
87;continue;858;;;
88;human;849;;;
89;home;839;;;
90;child;830;;;
91;city;829;;;
93;tell;826;;;
95;news;822;;;
96;power;809;;;
98;cop;802;;;
100;public;791;;;
102;event;785;;;
103;company;784;;;
104;break;781;;;
105;food;779;;;
106;read;769;;;
107;outside;759;;;
108;build;752;;;
110;face;748;;;
112;watch;739;;;
117;report;728;;;
119;system;724;;;
120;industry;723;;;
122;meet;711;;;
123;end;705;;;
132;hold;675;;;
133;car;673;;;
135;bad;655;;;
137;hear;647;;;
139;try;628;;;
140;scientist;627;;;
142;free;617;;;
143;m;615;stopword;;
144;place;615;;;
145;don_t;611;stopword;;
146;feel;611;;;
149;online;597;;;
150;st;589;;;
152;morning;586;;;
154;tonight;584;;;
155;high;582;;;
156;mean;578;;;
158;listen;571;;;
159;co;569;;;
160;police;568;;;
161;link;563;;;
165;message;553;;;
166;bank;551;;;
167;record;551;;;
168;project;546;;;
169;late;542;;;
170;set;541;;;
171;space;541;;;
172;open;540;;;
174;turn;532;;;
176;ve;529;;;
178;cause;528;;;
180;clear;524;;;
182;leave;520;;;
183;issue;517;;;
188;cut;508;;;
192;member;498;;;
193;o;497;stopword;;
195;lot;493;;;
196;run;492;;;
198;far;484;;;
199;w;481;stopword;;
200;include;480;;;
203;idea;476;;;
205;learn;472;;;
206;worker;472;;;
208;yesterday;471;;;
210;send;470;;;
211;science;468;;;
212;question;467;;;
213;decision;465;;;
215;long;460;;;
217;close;459;;;
218;response;457;;;
219;economy;456;;;
227;speak;445;;;
228;fail;443;;;
229;fund;442;;;
231;remember;441;;;
232;care;439;;;
233;site;438;;;
235;cambridge;436;;;
236;area;434;;;
237;never;434;;;
239;business;428;;;
240;expansion;426;;;
241;post;426;;;
242;point;424;;;
243;film;424;;;
245;friend;423;;;
246;national;421;;;
247;walk;419;;;
248;night;418;;;
251;level;416;;;
252;citizen;409;;;
253;month;409;;;
254;yes;407;stopword;;
255;account;407;;;
256;shell;403;;;
257;article;402;;;
258;story;399;;;
259;school;398;;;
260;allow;398;;;
261;welcome;397;;;
262;word;397;;;
263;f;393;stopword;;
267;drive;389;;;
268;video;389;;;
269;h;387;stopword;;
270;cycle;387;;;
271;e;385;stopword;;
272;decade;384;;;
274;check;383;;;
275;old;382;;;
277;moment;379;;;
279;woman;378;;;
280;d;377;stopword;;
281;involve;376;;;
282;force;375;;;
284;head;373;;;
285;park;373;;;
287;assembly;369;;;
289;friday;366;;;
290;saturday;366;;;
291;leader;365;;;
294;launch;362;;;
295;party;361;;;
296;discuss;361;;;
299;step;359;;;
300;agree;358;;;
301;hand;358;;;
302;lose;354;;;
304;thread;353;;;
305;away;351;;;
306;letter;351;;;
307;family;347;;;
308;block;347;;;
309;cost;346;;;
310;case;343;;;
311;spend;341;;;
313;tweet;340;;;
314;social;339;;;
315;https;338;stopword;;
316;bristol;338;;;
318;happy;337;;;
319;state;336;;;
320;international;335;;;
321;r;335;stopword;;
322;provide;335;;;
323;reach;334;;;
324;threat;333;;;
325;p;331;stopword;;
326;base;331;;;
327;current;330;;;
328;bp;329;;;
329;mp;327;;;
330;line;327;;;
333;pay;323;;;
334;little;322;;;
335;sunday;322;;;
336;hard;321;;;
337;host;319;;;
339;win;316;;;
341;small;316;;;
342;bird;314;;;
343;believe;314;;;
344;economic;314;;;
345;sure;312;;;
346;net_zero;311;;;
347;profit;310;;;
349;candidate;309;;;
350;drop;309;;;
351;investment;309;;;
352;instead;308;;;
355;chance;306;;;
356;resident;306;;;
358;highlight;303;;;
360;miss;302;;;
364;declare;300;;;
365;govt;300;;;
367;transport;299;;;
370;society;297;;;
371;study;296;;;
374;despite;294;;;
376;deal;291;;;
377;un;289;;;
378;rd;289;;;
381;art;287;;;
382;ahead;286;;;
385;amazon;285;;;
386;hour;285;;;
388;oxford;284;;;
389;fall;283;;;
390;sit;283;;;
392;photo;282;;;
393;stay;281;;;
395;election;280;;;
396;travel;280;;;
399;team;279;;;
400;station;279;;;
401;form;277;;;
402;political;277;;;
403;mass;276;;;
404;list;276;;;
405;bail;274;;;
406;normal;274;;;
407;celebrate;273;;;
408;clean;272;;;
409;heart;272;;;
411;b;271;stopword;;
412;claim;271;;;
413;hit;271;;;
414;fact;270;;;
415;rule;270;;;
416;detail;269;;;
417;bit;268;;;
418;evening;267;;;
419;growth;267;;;
420;prevent;267;;;
422;update;266;;;
423;decide;266;;;
425;consider;264;;;
426;add;263;;;
427;court;263;;;
429;address;261;;;
430;look_like;261;;;
431;student;261;;;
433;europe;260;;;
434;n;260;stopword;;
435;deliver;260;;;
436;lie;260;;;
437;arrest;259;;;
438;cycling;258;;;
440;medium;257;;;
441;weekend;256;;;
442;bbc;255;;;
443;zoom;255;;;
444;history;254;;;
445;whilst;254;;;
446;house;253;;;
447;understand;253;;;
448;young;253;;;
449;man;252;;;
450;brilliant;252;;;
451;bailout;252;;;
452;discussion;251;;;
453;person;251;;;
454;book;251;;;
455;produce;250;;;
457;youth;249;;;
459;rich;248;;;
461;currently;247;;;
462;buy;247;;;
463;forget;246;;;
464;low;246;;;
465;measure;246;;;
466;kind;244;;;
467;tuesday;244;;;
468;resource;244;;;
469;university;243;;;
470;shut;242;;;
471;expert;242;;;
473;thursday;240;;;
475;second;240;;;
476;present;240;;;
477;past;240;;;
478;able;240;;;
479;wonder;239;;;
480;inspire;239;;;
481;business_usual;239;;;
482;thousand;238;;;
483;soon;238;;;
484;centre;238;;;
485;play;238;;;
486;strategy;238;;;
487;imagine;237;;;
489;politician;235;;;
493;wait;234;;;
495;stophs;233;;;
497;matter;231;;;
498;piece;231;;;
499;minute;231;;;
501;mark;230;;;
502;return;230;;;
503;result;230;;;
504;parliament;230;;;
505;young_people;229;;;
506;ignore;229;;;
507;effect;229;;;
508;pressure;228;;;
509;garden;228;;;
510;affect;228;;;
511;market;227;;;
512;hi;227;;;
514;voice;226;;;
515;statement;226;;;
516;boris_johnson;226;;;
517;experience;226;;;
518;likely;226;;;
519;actually;225;;;
520;loss;225;;;
522;airport;224;;;
523;service;224;;;
524;average;223;;;
525;release;223;;;
527;ground;223;;;
528;population;223;;;
529;office;222;;;
530;refuse;222;;;
531;monday;221;;;
532;near;221;;;
534;nd;220;;;
535;ensure;220;;;
536;avoid;220;;;
541;strong;218;;;
546;key;217;;;
547;truth;216;;;
548;councillor;216;;;
549;kid;216;;;
550;damage;215;;;
551;different;215;;;
552;training;215;;;
553;scale;215;;;
554;scotland;215;;;
555;protester;215;;;
556;subsidy;215;;;
557;individual;215;;;
558;bristol_airport;215;;;
559;choose;214;;;
560;lane;213;;;
561;dear;213;;;
562;nation;212;;;
563;view;212;;;
564;wake;212;;;
565;remove;212;;;
566;daily;211;;;
567;bus;211;;;
568;half;211;;;
569;invite;211;;;
570;picture;211;;;
571;british;210;;;
572;serious;209;;;
573;wide;209;;;
574;offer;208;;;
575;wonderful;208;;;
576;short;208;;;
577;maybe;208;;;
578;dangerous;207;;;
579;course;206;;;
580;transition;206;;;
581;degree;205;;;
582;explain;205;;;
583;trump;205;;;
584;pm;204;;;
585;guildford;204;;;
586;airline;204;;;
589;easy;201;;;
590;west;201;;;
591;april;201;;;
593;remain;200;;;
594;wednesday;199;;;
595;town;199;;;
596;attend;199;;;
597;staff;199;;;
598;britain;198;;;
599;inaction;198;;;
600;answer;198;;;
602;reveal;197;;;
603;twitter;197;;;
604;gt;197;;;
605;barclay;197;;;
606;evidence;196;;;
608;suggest;195;;;
609;page;195;;;
610;raise;194;;;
611;choice;194;;;
612;worth;194;;;
613;legal;194;;;
614;incredible;194;;;
615;longer;194;;;
616;tax;194;;;
617;south;193;;;
618;excellent;193;;;
619;cancel;193;;;
620;source;193;;;
621;absolutely;193;;;
622;respond;192;;;
624;reason;192;;;
626;train;192;;;
628;debate;191;;;
630;research;189;;;
631;wow;189;;;
632;isn_t;189;stopword;;
633;rest;189;;;
634;g;188;stopword;;
635;positive;188;;;
636;light;188;;;
637;doesn_t;188;stopword;;
638;k;187;stopword;;
640;fast;185;;;
641;minister;185;;;
642;reality;185;;;
643;fly;184;;;
644;recent;184;;;
645;cover;184;;;
646;decline;184;;;
647;reminder;184;;;
650;l;183;stopword;;
651;wish;183;;;
652;financial;183;;;
654;carry;183;;;
656;effort;182;;;
657;TRUE;182;stopword;;
658;exist;182;;;
659;expect;182;;;
660;year_ago;182;;;
661;fantastic;182;;;
662;building;182;;;
664;activity;182;;;
665;stage;181;;;
666;finance;181;;;
669;commit;180;;;
670;expand;180;;;
671;good_news;180;;;
672;organise;180;;;
673;series;180;;;
674;corporation;180;;;
675;single;180;;;
676;de;179;;;
678;value;179;;;
679;infrastructure;179;;;
680;order;179;;;
681;brighton;178;;;
682;role;178;;;
683;info;178;;;
685;limit;177;;;
686;x;177;;;
687;completely;176;;;
688;creative;176;;;
689;extremist;176;;;
690;early;175;;;
691;facebook;175;;;
692;chat;175;;;
693;arctic;175;;;
695;healthy;174;;;
697;http;174;stopword;;
698;farm;174;;;
700;comment;173;;;
702;publish;172;;;
704;glasgow;172;;;
706;register;172;;;
707;banner;171;;;
710;education;170;;;
711;development;170;;;
712;christmas;169;;;
713;sound;169;;;
714;east;169;;;
716;achieve;168;;;
717;available;168;;;
718;interview;168;;;
719;africa;167;;;
720;politic;167;;;
722;thought;167;;;
724;win_t;166;;;
725;receive;166;;;
726;rain;166;;;
727;self;166;;;
728;workshop;166;;;
729;firm;165;;;
730;tory;164;;;
731;eat;164;;;
732;sell;164;;;
733;north;164;;;
734;budget;164;;;
735;hall;164;;;
736;cardiff;164;;;
737;require;164;;;
740;sense;163;;;
741;charge;162;;;
742;radical;162;;;
744;church;161;;;
745;contact;161;;;
746;lovely;161;;;
747;nearly;161;;;
749;islington;161;;;
750;dirty;160;;;
751;flight;160;;;
752;information;159;;;
753;surrey;159;;;
754;interest;159;;;
755;interesting;159;;;
756;non;159;;;
758;poor;159;;;
760;bear;158;;;
761;durham;158;;;
762;official;158;;;
764;sorry;157;;;
765;central;157;;;
766;room;156;;;
767;wales;156;;;
768;treat;156;;;
769;gather;156;;;
770;difference;156;;;
771;conversation;156;;;
772;insect;156;;;
773;china;156;;;
774;slow;156;;;
775;heathrow;156;;;
776;benefit;156;;;
778;model;155;;;
780;inside;155;;;
781;cyclist;155;;;
782;access;154;;;
783;worry;154;;;
785;aim;154;;;
786;programme;154;;;
787;responsible;153;;;
788;connect;153;;;
789;poster;153;;;
790;planning;152;;;
791;oh;152;;;
792;zero;152;;;
794;interested;151;;;
796;stick;151;;;
797;fear;151;;;
798;camp;151;;;
800;vital;151;;;
801;respect;150;;;
802;paris;150;;;
803;vigil;150;;;
804;design;150;;;
805;volunteer;150;;;
807;lack;150;;;
808;forward;150;;;
809;organisation;149;;;
810;river;149;;;
812;derby;149;;;
813;driver;149;;;
814;image;149;;;
815;propose;149;;;
816;difficult;149;;;
817;mother;148;;;
818;war;148;;;
819;sheffield;148;;;
820;visit;148;;;
821;deny;148;;;
822;situation;148;;;
824;cafe;148;;;
825;eu;148;;;
826;term;148;;;
827;nice;148;;;
828;y;148;stopword;;
829;storm;148;;;
831;airport_expansion;147;;;
832;look_forward;147;;;
833;divest;147;;;
834;labour;146;;;
835;struggle;146;;;
836;all_welcome;146;;;
837;datum;146;;;
838;rate;146;;;
839;mention;146;;;
840;especially;146;;;
841;test;146;;;
842;network;146;;;
843;switch;145;;;
844;criminal;145;;;
845;aware;145;;;
846;lobby;145;;;
847;town_hall;144;;;
848;construction;144;;;
849;peaceful;144;;;
850;advice;144;;;
851;plane;144;;;
852;contractor;144;;;
853;hackney;143;;;
854;track;143;;;
855;example;143;;;
857;mind;143;;;
858;conservative;142;;;
859;feed;142;;;
861;safety;142;;;
862;confirm;142;;;
863;sir_david;142;;;
864;entire;142;;;
865;commitment;141;;;
867;delay;141;;;
868;simple;141;;;
870;sad;141;;;
871;anniversary;141;;;
872;winter;140;;;
873;session;140;;;
874;denial;140;;;
875;speed;140;;;
876;proud;140;;;
877;weekly;140;;;
878;failure;140;;;
879;promise;139;;;
880;improve;139;;;
881;aviation;139;;;
882;trade;139;;;
883;ok;139;;;
884;pension_fund;139;;;
886;year_old;138;;;
887;doctor;138;;;
888;total;138;;;
889;personal;137;;;
892;process;137;;;
893;side;137;;;
894;condition;137;;;
895;hq;136;;;
896;shift;136;;;
897;conference;136;;;
898;website;136;;;
899;trust;136;;;
900;mile;136;;;
902;control;135;;;
903;webinar;135;;;
904;dig;135;;;
905;price;134;;;
906;bridge;134;;;
908;seriously;134;;;
909;chief;134;;;
910;special;134;;;
911;cop_demand;134;;;
912;press;133;;;
913;u;133;stopword;;
914;accept;133;;;
915;better;133;;;
916;friendly;133;;;
917;alternative;133;;;
918;dr;132;;;
919;busy;132;;;
921;enjoy;132;;;
922;remind;132;;;
925;england;132;;;
926;brave;131;;;
929;red;131;;;
930;main;131;;;
931;borough;131;;;
932;pension;131;;;
934;warning;130;;;
935;reduction;130;;;
936;woodland;130;;;
937;net;130;;;
938;retweet;130;;;
939;scientific;130;;;
940;folk;130;;;
941;teacher;130;;;
943;hey;129;;;
944;extraction;129;;;
947;notice;129;;;
948;billionaire;129;;;
949;realise;129;;;
951;critical;128;;;
953;manage;128;;;
955;mining;128;;;
956;vehicle;128;;;
957;reflect;128;;;
958;ride;128;;;
959;age;128;;;
961;accord;127;;;
962;vision;127;;;
963;pop;127;;;
964;stuff;127;;;
965;note;126;;;
966;institution;126;;;
967;guidance;126;;;
968;seed;126;;;
970;crime;125;;;
971;production;125;;;
972;guardian;125;;;
974;seek;125;;;
975;window;125;;;
977;breathe;125;;;
978;paper;125;;;
979;giant;125;;;
980;skill;125;;;
981;coverage;124;;;
983;principle;124;;;
984;simply;124;;;
985;illegal;124;;;
986;occupy;124;;;
987;natural_world;124;;;
989;manchester;123;;;
990;estimate;123;;;
991;scene;123;;;
992;th_feb;123;;;
993;deep;122;;;
996;panel;122;;;
998;ago;122;;;
999;priority;122;;;
1000;attention;122;;;
1001;yrs;121;;;
1003;parent;121;;;
1004;ice;121;;;
1005;th_march;121;;;
1006;fun;120;;;
1007;poll;120;;;
1008;guy;120;;;
1009;island;120;;;
1010;guide;120;;;
1011;speech;120;;;
1013;exactly;120;;;
1014;supply;120;;;
1015;france;120;;;
1016;review;119;;;
1018;responsibility;119;;;
1019;industrial;119;;;
1020;later;119;;;
1022;agm;119;;;
1023;halt;118;;;
1024;local_community;118;;;
1025;approach;118;;;
1026;spot;118;;;
1027;contribute;118;;;
1028;wear;118;;;
1029;tonne;117;;;
1030;melt;117;;;
1031;draw;117;;;
1032;practice;117;;;
1036;century;116;;;
1037;square;116;;;
1038;disrupt;116;;;
1039;necessary;116;;;
1040;final;116;;;
1041;wrexham_wrecsam;116;;;
1042;region;116;;;
1043;season;116;;;
1044;mps;116;;;
1045;eye;116;;;
1046;channel;115;;;
1047;sea;115;;;
1048;goal;115;;;
1049;january;115;;;
1050;ht;115;;;
1051;expose;115;;;
1052;podcast;115;;;
1054;committee;115;;;
1055;recognise;114;;;
1056;https_t;114;stopword;;
1057;brazil;114;;;
1058;probably;114;;;
1059;sector;114;;;
1060;james;114;;;
1061;private;114;;;
1062;emerge;114;;;
1064;alert;113;;;
1066;wealth;113;;;
1067;blame;113;;;
1068;pretty;113;;;
1069;appear;113;;;
1070;truly;113;;;
1071;attempt;113;;;
1072;fill;113;;;
1074;lawn;113;;;
1075;hello;112;;;
1076;mayor;112;;;
1077;blue;112;;;
1078;farming;112;;;
1079;protection;112;;;
1080;teach;112;;;
1081;collective;112;;;
1082;february;112;;;
1083;ticket;111;;;
1084;impossible;111;;;
1085;investor;111;;;
1087;duty;111;;;
1088;pre;111;;;
1089;common;111;;;
1090;journey;111;;;
1092;greta;110;;;
1093;finally;110;;;
1094;ancient;110;;;
1095;ceo;110;;;
1097;germany;110;;;
1098;etc;110;;;
1099;bbc_news;110;;;
1100;map;110;;;
1102;explore;109;;;
1104;birmingham;109;;;
1105;president;109;;;
1106;culture;109;;;
1107;perspective;109;;;
1109;door;109;;;
1110;touch;109;;;
1113;leadership;108;;;
1115;board;108;;;
1116;route;108;;;
1117;wave;108;;;
1118;worldwide;108;;;
1121;late_song;108;;;
1122;meat;107;;;
1123;arrive;107;;;
1124;ha;107;;;
1125;restore;107;;;
1126;college;107;;;
1127;print;107;;;
1128;city_council;107;;;
1130;public_transport;106;;;
1133;blockade;106;;;
1134;catch;106;;;
1135;divestment;106;;;
1136;tune;105;;;
1137;technology;105;;;
1138;corporate;105;;;
1139;barclays;105;;;
1140;complete;105;;;
1141;roll;105;;;
1142;oppose;104;;;
1143;potential;104;;;
1144;accelerate;104;;;
1145;agenda;104;;;
1147;judge;104;;;
1148;funding;104;;;
1149;consequence;104;;;
1151;white;104;;;
1152;bat;104;;;
1153;general;103;;;
1154;faith;103;;;
1155;prove;103;;;
1156;digital;103;;;
1157;tue;103;;;
1158;survive;103;;;
1159;sky;103;;;
1160;rewild;103;;;
1161;cl;102;;;
1162;flag;102;;;
1164;world_leader;102;;;
1166;india;102;;;
1167;consultation;102;;;
1168;middle;101;;;
1169;count;101;;;
1170;replace;101;;;
1171;urban;101;;;
1172;double;101;;;
1173;reject;101;;;
1174;neighbour;101;;;
1175;king;101;;;
1176;fit;100;;;
1177;htt;100;stopword;;
1178;period;100;;;
1179;ar;100;;;
1180;en;100;;;
1182;vegan;100;;;
1183;fix;100;;;
1184;outbreak;100;;;
1186;social_medium;100;;;
1187;tip;99;;;
1188;shame;99;;;
1189;progress;99;;;
1190;kick;99;;;
1191;wrexham;99;;;
1192;lawyer;99;;;
1193;horsham;99;;;
1194;develop;99;;;
1195;apart;99;;;
1196;emit;99;;;
1197;div;99;;;
1200;festival;98;;;
1201;represent;98;;;
1202;supermarket;98;;;
1203;music;98;;;
1204;location;98;;;
1205;summit;98;;;
1206;unite;98;;;
1207;standard;98;;;
1208;rhosllanergrugog_chirk;98;;;
1209;gt_gt;98;;;
1210;dutch;98;;;
1211;solve;97;;;
1212;united;97;;;
1213;promote;97;;;
1214;phase;97;;;
1215;literally;97;;;
1216;shop;97;;;
1217;lung;97;;;
1218;blog;97;;;
1219;active;96;;;
1220;sort;96;;;
1221;basic;96;;;
1223;drink;96;;;
1224;dark;96;;;
1225;davos;96;;;
1226;prime_minister;95;;;
1227;fine;95;;;
1228;usual;95;;;
1230;relate;95;;;
1231;fell;95;;;
1232;attenborough;95;;;
