;word;df_week_1;pecent_rdf_week_1;df_week_2;pecent_rdf_week_2;df_week_3;pecent_rdf_week_3;df_week_4;pecent_rdf_week_4;df_week_5;pecent_rdf_week_5;df_week_6;pecent_rdf_week_6;df_week_7;pecent_rdf_week_7;df_week_8;pecent_rdf_week_8;df_week_9;pecent_rdf_week_9;df_week_10;pecent_rdf_week_10;df_week_11;pecent_rdf_week_11;df_week_12;pecent_rdf_week_12;df_week_13;pecent_rdf_week_13;df_week_14;pecent_rdf_week_14;df_week_15;pecent_rdf_week_15;df_week_16;pecent_rdf_week_16;df_week_17;pecent_rdf_week_17;df_week_18;pecent_rdf_week_18;df_week_19;pecent_rdf_week_19;df_week_20;pecent_rdf_week_20;df_week_21;pecent_rdf_week_21;df_week_22;pecent_rdf_week_22;df_week_23;pecent_rdf_week_23;df_week_24;pecent_rdf_week_24;df_week_25;pecent_rdf_week_25;df_week_26;pecent_rdf_week_26
0;join;147;0,180481037213471;142;0,17434222642389716;139;0,17065893995015285;42;0,051566010632420285;177;0,21731390195091405;219;0,2688799125833344;209;0,2566022910041867;157;0,1927586587926187;138;0,16943117779223807;297;0,36464536090068633;246;0,3020294908470331;226;0,27747424768873774;206;0,25291900453044236;301;0,3695564095323454;309;0,37937850679566354;201;0,24678019374086854;246;0,3020294908470331;156;0,1915308966347039;482;0,5917813601149186;300;0,36832864737443066;265;0,32535697184741375;314;0,3855173175852374;190;0,23327481000380607;243;0,2983462043732888;158;0,19398642095053348;232;0,28484082063622634
1;fight;91;0,11172635637024396;97;0,11909292931773256;73;0,08962663752777812;64;0,0785767781065452;126;0,15469803189726086;92;0,11295411852815873;125;0,15347026973934608;79;0,09699321047526674;62;0,07612125379071566;143;0,17556998858181191;114;0,13996488600228366;130;0,15960908052891992;102;0,1252317401073064;218;0,2676521504254196;166;0,20380851821385162;136;0,16697565347640855;117;0,14364817247602796;73;0,08962663752777812;212;0,26028557747793096;56;0,06875468084322704;95;0,11663740500190303;114;0,13996488600228366;60;0,07366572947488612;96;0,1178651671598178;65;0,07980454026445996;144;0,1767977507397267
2;support;91;0,11172635637024396;63;0,07734901594863043;76;0,09330992400152242;18;0,022099718842465838;59;0,07243796731697136;119;0,1461036967918575;127;0,15592579405517565;85;0,10435978342275534;82;0,10067649694901104;111;0,13628159952853933;88;0,10804306989649964;123;0,15101474542351656;180;0,22099718842465838;177;0,21731390195091405;149;0,18293656152930055;184;0,22590823705631746;125;0,15347026973934608;112;0,13750936168645408;81;0,09944873479109627;89;0,10927083205441442;103;0,12645950226522118;142;0,17434222642389716;76;0,09330992400152242;78;0,09576544831735195;98;0,12032069147564733;213;0,2615133396358457
3;vote;35;0,04297167552701691;85;0,10435978342275534;60;0,07366572947488612;27;0,033149578263698756;39;0,04788272415867598;79;0,09699321047526674;79;0,09699321047526674;44;0,05402153494824982;74;0,09085439968569288;163;0,20012523174010732;102;0,1252317401073064;158;0,19398642095053348;161;0,19766970742427775;300;0,36832864737443066;170;0,20871956684551068;160;0,196441945266363;43;0,05279377279033506;62;0,07612125379071566;111;0,13628159952853933;66;0,08103230242237475;41;0,05033824847450552;37;0,04542719984284644;29;0,03560510257952829;53;0,06507139436948274;44;0,05402153494824982;71;0,08717111321194858
4;demand;45;0,055249297106164594;23;0,028238529632039683;45;0,055249297106164594;9;0,011049859421232919;37;0,04542719984284644;48;0,0589325835799089;35;0,04297167552701691;24;0,02946629178995445;19;0,023327481000380606;24;0,02946629178995445;33;0,04051615121118737;33;0,04051615121118737;47;0,05770482142199413;35;0,04297167552701691;72;0,08839887536986335;233;0,2860685827941411;175;0,21485837763508456;155;0,19030313447678918;97;0,11909292931773256;74;0,09085439968569288;102;0,1252317401073064;134;0,164520129160579;84;0,10313202126484057;46;0,056477059264079366;60;0,07366572947488612;131;0,1608368426868347
5;strike;69;0,08471558889611903;29;0,03560510257952829;21;0,025783005316210143;24;0,02946629178995445;23;0,028238529632039683;40;0,04911048631659075;24;0,02946629178995445;25;0,03069405394786922;32;0,0392883890532726;27;0,033149578263698756;15;0,01841643236872153;27;0,033149578263698756;33;0,04051615121118737;36;0,044199437684931675;31;0,03806062689535783;38;0,04665496200076121;38;0,04665496200076121;131;0,1608368426868347;36;0,044199437684931675;26;0,03192181610578399;33;0,04051615121118737;140;0,17188670210806764;14;0,01718867021080676;17;0,02087195668455107;21;0,025783005316210143;32;0,0392883890532726
6;action;28;0,03437734042161352;29;0,03560510257952829;32;0,0392883890532726;7;0,00859433510540338;47;0,05770482142199413;56;0,06875468084322704;50;0,06138810789573844;30;0,03683286473744306;27;0,033149578263698756;21;0,025783005316210143;24;0,02946629178995445;36;0,044199437684931675;15;0,01841643236872153;23;0,028238529632039683;46;0,056477059264079366;64;0,0785767781065452;64;0,0785767781065452;41;0,05033824847450552;35;0,04297167552701691;31;0,03806062689535783;66;0,08103230242237475;89;0,10927083205441442;30;0,03683286473744306;35;0,04297167552701691;31;0,03806062689535783;85;0,10435978342275534
7;protest;20;0,024555243158295374;15;0,01841643236872153;11;0,013505383737062455;11;0,013505383737062455;75;0,09208216184360767;43;0,05279377279033506;18;0,022099718842465838;25;0,03069405394786922;15;0,01841643236872153;16;0,0196441945266363;28;0,03437734042161352;26;0,03192181610578399;23;0,028238529632039683;27;0,033149578263698756;11;0,013505383737062455;11;0,013505383737062455;15;0,01841643236872153;19;0,023327481000380606;14;0,01718867021080676;21;0,025783005316210143;41;0,05033824847450552;47;0,05770482142199413;24;0,02946629178995445;14;0,01718867021080676;9;0,011049859421232919;315;0,38674507974315214
8;donate;16;0,0196441945266363;14;0,01718867021080676;14;0,01718867021080676;6;0,007366572947488613;26;0,03192181610578399;14;0,01718867021080676;22;0,02701076747412491;23;0,028238529632039683;19;0,023327481000380606;17;0,02087195668455107;25;0,03069405394786922;28;0,03437734042161352;25;0,03069405394786922;23;0,028238529632039683;29;0,03560510257952829;54;0,06629915652739751;38;0,04665496200076121;26;0,03192181610578399;31;0,03806062689535783;55;0,06752691868531228;34;0,04174391336910214;30;0,03683286473744306;31;0,03806062689535783;29;0,03560510257952829;24;0,02946629178995445;167;0,20503628037176636
9;act;9;0,011049859421232919;12;0,014733145894977226;17;0,02087195668455107;11;0,013505383737062455;39;0,04788272415867598;26;0,03192181610578399;14;0,01718867021080676;15;0,01841643236872153;12;0,014733145894977226;21;0,025783005316210143;9;0,011049859421232919;10;0,012277621579147687;10;0,012277621579147687;18;0,022099718842465838;17;0,02087195668455107;51;0,0626158700536532;30;0,03683286473744306;21;0,025783005316210143;23;0,028238529632039683;34;0,04174391336910214;23;0,028238529632039683;37;0,04542719984284644;20;0,024555243158295374;19;0,023327481000380606;41;0,05033824847450552;38;0,04665496200076121
10;activist;23;0,028238529632039683;21;0,025783005316210143;16;0,0196441945266363;7;0,00859433510540338;11;0,013505383737062455;10;0,012277621579147687;16;0,0196441945266363;13;0,015960908052891996;15;0,01841643236872153;12;0,014733145894977226;13;0,015960908052891996;15;0,01841643236872153;9;0,011049859421232919;14;0,01718867021080676;16;0,0196441945266363;8;0,00982209726331815;14;0,01718867021080676;9;0,011049859421232919;11;0,013505383737062455;19;0,023327481000380606;18;0,022099718842465838;21;0,025783005316210143;6;0,007366572947488613;24;0,02946629178995445;9;0,011049859421232919;22;0,02701076747412491
11;voting;3;0,0036832864737443064;11;0,013505383737062455;15;0,01841643236872153;4;0,004911048631659075;2;0,0024555243158295376;6;0,007366572947488613;11;0,013505383737062455;14;0,01718867021080676;6;0,007366572947488613;16;0,0196441945266363;8;0,00982209726331815;11;0,013505383737062455;19;0,023327481000380606;39;0,04788272415867598;20;0,024555243158295374;25;0,03069405394786922;6;0,007366572947488613;6;0,007366572947488613;12;0,014733145894977226;9;0,011049859421232919;9;0,011049859421232919;5;0,0061388107895738436;7;0,00859433510540338;6;0,007366572947488613;10;0,012277621579147687;6;0,007366572947488613
12;rise;4;0,004911048631659075;11;0,013505383737062455;11;0,013505383737062455;2;0,0024555243158295376;10;0,012277621579147687;9;0,011049859421232919;5;0,0061388107895738436;6;0,007366572947488613;8;0,00982209726331815;6;0,007366572947488613;10;0,012277621579147687;8;0,00982209726331815;8;0,00982209726331815;12;0,014733145894977226;6;0,007366572947488613;12;0,014733145894977226;8;0,00982209726331815;5;0,0061388107895738436;3;0,0036832864737443064;6;0,007366572947488613;9;0,011049859421232919;5;0,0061388107895738436;5;0,0061388107895738436;1;0,0012277621579147688;5;0,0061388107895738436;8;0,00982209726331815
13;abolish;5;0,0061388107895738436;1;0,0012277621579147688;9;0,011049859421232919;3;0,0036832864737443064;8;0,00982209726331815;4;0,004911048631659075;1;0,0012277621579147688;6;0,007366572947488613;5;0,0061388107895738436;6;0,007366572947488613;4;0,004911048631659075;3;0,0036832864737443064;10;0,012277621579147687;10;0,012277621579147687;5;0,0061388107895738436;6;0,007366572947488613;3;0,0036832864737443064;2;0,0024555243158295376;0;0,0;5;0,0061388107895738436;2;0,0024555243158295376;6;0,007366572947488613;9;0,011049859421232919;4;0,004911048631659075;4;0,004911048631659075;30;0,03683286473744306
14;organize_workplace;1;0,0012277621579147688;0;0,0;2;0,0024555243158295376;0;0,0;1;0,0012277621579147688;1;0,0012277621579147688;3;0,0036832864737443064;1;0,0012277621579147688;0;0,0;2;0,0024555243158295376;1;0,0012277621579147688;0;0,0;0;0,0;2;0,0024555243158295376;0;0,0;5;0,0061388107895738436;28;0,03437734042161352;8;0,00982209726331815;30;0,03683286473744306;13;0,015960908052891996;7;0,00859433510540338;11;0,013505383737062455;4;0,004911048631659075;4;0,004911048631659075;5;0,0061388107895738436;3;0,0036832864737443064
15;build_movement;2;0,0024555243158295376;5;0,0061388107895738436;2;0,0024555243158295376;2;0,0024555243158295376;3;0,0036832864737443064;8;0,00982209726331815;4;0,004911048631659075;6;0,007366572947488613;7;0,00859433510540338;11;0,013505383737062455;6;0,007366572947488613;1;0,0012277621579147688;17;0,02087195668455107;31;0,03806062689535783;7;0,00859433510540338;1;0,0012277621579147688;1;0,0012277621579147688;1;0,0012277621579147688;3;0,0036832864737443064;0;0,0;2;0,0024555243158295376;0;0,0;0;0,0;0;0,0;2;0,0024555243158295376;3;0,0036832864737443064
16;grassroots;6;0,007366572947488613;0;0,0;1;0,0012277621579147688;2;0,0024555243158295376;0;0,0;4;0,004911048631659075;7;0,00859433510540338;3;0,0036832864737443064;4;0,004911048631659075;8;0,00982209726331815;6;0,007366572947488613;4;0,004911048631659075;4;0,004911048631659075;12;0,014733145894977226;5;0,0061388107895738436;5;0,0061388107895738436;2;0,0024555243158295376;0;0,0;0;0,0;1;0,0012277621579147688;5;0,0061388107895738436;5;0,0061388107895738436;2;0,0024555243158295376;5;0,0061388107895738436;6;0,007366572947488613;4;0,004911048631659075
17;trysocialism;3;0,0036832864737443064;4;0,004911048631659075;3;0,0036832864737443064;2;0,0024555243158295376;4;0,004911048631659075;2;0,0024555243158295376;1;0,0012277621579147688;4;0,004911048631659075;3;0,0036832864737443064;0;0,0;2;0,0024555243158295376;1;0,0012277621579147688;3;0,0036832864737443064;8;0,00982209726331815;2;0,0024555243158295376;1;0,0012277621579147688;1;0,0012277621579147688;0;0,0;26;0,03192181610578399;3;0,0036832864737443064;0;0,0;5;0,0061388107895738436;0;0,0;10;0,012277621579147687;3;0,0036832864737443064;6;0,007366572947488613
18;build_mass;0;0,0;3;0,0036832864737443064;1;0,0012277621579147688;4;0,004911048631659075;1;0,0012277621579147688;3;0,0036832864737443064;2;0,0024555243158295376;1;0,0012277621579147688;2;0,0024555243158295376;5;0,0061388107895738436;6;0,007366572947488613;1;0,0012277621579147688;11;0,013505383737062455;7;0,00859433510540338;12;0,014733145894977226;0;0,0;0;0,0;1;0,0012277621579147688;1;0,0012277621579147688;1;0,0012277621579147688;0;0,0;0;0,0;2;0,0024555243158295376;7;0,00859433510540338;0;0,0;0;0,0
19;occupy;1;0,0012277621579147688;2;0,0024555243158295376;4;0,004911048631659075;2;0,0024555243158295376;2;0,0024555243158295376;0;0,0;6;0,007366572947488613;1;0,0012277621579147688;2;0,0024555243158295376;1;0,0012277621579147688;2;0,0024555243158295376;7;0,00859433510540338;9;0,011049859421232919;2;0,0024555243158295376;2;0,0024555243158295376;1;0,0012277621579147688;2;0,0024555243158295376;1;0,0012277621579147688;0;0,0;5;0,0061388107895738436;2;0,0024555243158295376;0;0,0;0;0,0;3;0,0036832864737443064;2;0,0024555243158295376;8;0,00982209726331815
20;condemn_public;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;64;0,0785767781065452
21;demonstration;0;0,0;2;0,0024555243158295376;1;0,0012277621579147688;2;0,0024555243158295376;14;0,01718867021080676;5;0,0061388107895738436;2;0,0024555243158295376;5;0,0061388107895738436;1;0,0012277621579147688;1;0,0012277621579147688;1;0,0012277621579147688;0;0,0;1;0,0012277621579147688;0;0,0;2;0,0024555243158295376;0;0,0;2;0,0024555243158295376;1;0,0012277621579147688;1;0,0012277621579147688;1;0,0012277621579147688;3;0,0036832864737443064;3;0,0036832864737443064;1;0,0012277621579147688;0;0,0;0;0,0;12;0,014733145894977226
22;unionize;0;0,0;2;0,0024555243158295376;1;0,0012277621579147688;1;0,0012277621579147688;0;0,0;0;0,0;2;0,0024555243158295376;1;0,0012277621579147688;5;0,0061388107895738436;4;0,004911048631659075;0;0,0;6;0,007366572947488613;3;0,0036832864737443064;6;0,007366572947488613;5;0,0061388107895738436;7;0,00859433510540338;2;0,0024555243158295376;6;0,007366572947488613;1;0,0012277621579147688;0;0,0;4;0,004911048631659075;2;0,0024555243158295376;0;0,0;0;0,0;2;0,0024555243158295376;2;0,0024555243158295376
23;mass_movement;3;0,0036832864737443064;2;0,0024555243158295376;2;0,0024555243158295376;2;0,0024555243158295376;1;0,0012277621579147688;3;0,0036832864737443064;1;0,0012277621579147688;2;0,0024555243158295376;3;0,0036832864737443064;1;0,0012277621579147688;2;0,0024555243158295376;7;0,00859433510540338;12;0,014733145894977226;4;0,004911048631659075;1;0,0012277621579147688;2;0,0024555243158295376;0;0,0;0;0,0;3;0,0036832864737443064;0;0,0;0;0,0;0;0,0;1;0,0012277621579147688;4;0,004911048631659075;1;0,0012277621579147688;0;0,0
24;grassroot;1;0,0012277621579147688;3;0,0036832864737443064;0;0,0;2;0,0024555243158295376;0;0,0;2;0,0024555243158295376;3;0,0036832864737443064;1;0,0012277621579147688;1;0,0012277621579147688;2;0,0024555243158295376;1;0,0012277621579147688;2;0,0024555243158295376;7;0,00859433510540338;3;0,0036832864737443064;1;0,0012277621579147688;2;0,0024555243158295376;1;0,0012277621579147688;2;0,0024555243158295376;3;0,0036832864737443064;2;0,0024555243158295376;1;0,0012277621579147688;0;0,0;3;0,0036832864737443064;2;0,0024555243158295376;0;0,0;1;0,0012277621579147688
25;hunger_strike;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,0012277621579147688;0;0,0;2;0,0024555243158295376;2;0,0024555243158295376;6;0,007366572947488613;0;0,0;0;0,0;2;0,0024555243158295376;0;0,0;0;0,0;5;0,0061388107895738436;6;0,007366572947488613;3;0,0036832864737443064;7;0,00859433510540338;2;0,0024555243158295376;0;0,0;2;0,0024555243158295376;0;0,0;1;0,0012277621579147688;1;0,0012277621579147688;1;0,0012277621579147688
26;collective_action;0;0,0;1;0,0012277621579147688;0;0,0;0;0,0;0;0,0;1;0,0012277621579147688;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;3;0,0036832864737443064;2;0,0024555243158295376;1;0,0012277621579147688;2;0,0024555243158295376;1;0,0012277621579147688;1;0,0012277621579147688;0;0,0;0;0,0;1;0,0012277621579147688;0;0,0;25;0,03069405394786922
27;votesocialist;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2;0,0024555243158295376;9;0,011049859421232919;22;0,02701076747412491;4;0,004911048631659075;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
28;democratizecome;0;0,0;1;0,0012277621579147688;0;0,0;0;0,0;0;0,0;0;0,0;1;0,0012277621579147688;0;0,0;0;0,0;0;0,0;1;0,0012277621579147688;2;0,0024555243158295376;0;0,0;3;0,0036832864737443064;3;0,0036832864737443064;1;0,0012277621579147688;11;0,013505383737062455;0;0,0;0;0,0;2;0,0024555243158295376;5;0,0061388107895738436;1;0,0012277621579147688;0;0,0;0;0,0;0;0,0;0;0,0
29;unstoppable;0;0,0;0;0,0;0;0,0;0;0,0;1;0,0012277621579147688;0;0,0;0;0,0;3;0,0036832864737443064;1;0,0012277621579147688;2;0,0024555243158295376;3;0,0036832864737443064;1;0,0012277621579147688;3;0,0036832864737443064;1;0,0012277621579147688;3;0,0036832864737443064;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2;0,0024555243158295376
30;everybodyorganize;1;0,0012277621579147688;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;6;0,007366572947488613;0;0,0;0;0,0;0;0,0;0;0,0
31;unleash;0;0,0;1;0,0012277621579147688;0;0,0;0;0,0;2;0,0024555243158295376;0;0,0;0;0,0;1;0,0012277621579147688;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,0012277621579147688;1;0,0012277621579147688;0;0,0;0;0,0;0;0,0;1;0,0012277621579147688;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
32;riseup;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,0012277621579147688;0;0,0;0;0,0;1;0,0012277621579147688;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,0012277621579147688
